timestamp,admissions,discharges,staff_count,flu_cases,bed_occupancy
2019-02-27 03:00:00,21,6,49,5,76.43
2019-02-27 04:00:00,25,34,37,17,57.03
2019-02-27 05:00:00,23,8,60,17,73.64
2019-02-27 06:00:00,41,29,55,14,67.65
2019-02-27 07:00:00,44,13,62,5,83.61
2019-02-27 08:00:00,44,41,55,15,65.03
2019-02-27 09:00:00,36,34,47,4,60.06
2019-02-27 10:00:00,27,9,40,4,69.32
2019-02-27 11:00:00,28,39,66,17,55.0
2019-02-27 12:00:00,45,15,57,12,81.45
2019-02-27 13:00:00,18,26,62,1,55.0
2019-02-27 14:00:00,21,9,51,15,69.51
2019-02-27 15:00:00,42,9,48,2,76.12
2019-02-27 16:00:00,22,14,31,12,67.68
2019-02-27 17:00:00,16,25,32,7,60.4
2019-02-27 18:00:00,29,26,56,0,70.76
2019-02-27 19:00:00,20,37,38,14,60.67
2019-02-27 20:00:00,41,12,33,12,81.84
2019-02-27 21:00:00,42,33,58,15,78.05
2019-02-27 22:00:00,19,6,52,11,81.91
2019-02-27 23:00:00,28,16,34,13,69.03
2019-02-28 00:00:00,45,12,48,16,83.56
2019-02-28 01:00:00,36,10,47,17,75.88
2019-02-28 02:00:00,16,27,30,10,63.61
2019-02-28 03:00:00,30,39,52,0,55.92
2019-02-28 04:00:00,31,30,44,6,58.6
2019-02-28 05:00:00,32,37,62,11,58.75
2019-02-28 06:00:00,8,27,34,1,55.0
2019-02-28 07:00:00,19,7,61,2,71.14
2019-02-28 08:00:00,40,18,30,7,67.03
2019-02-28 09:00:00,17,36,58,16,55.0
2019-02-28 10:00:00,19,7,58,5,66.86
2019-02-28 11:00:00,20,9,45,16,64.79
2019-02-28 12:00:00,14,36,40,14,55.0
2019-02-28 13:00:00,13,8,35,5,57.57
2019-02-28 14:00:00,21,41,42,4,55.0
2019-02-28 15:00:00,41,34,54,14,63.16
2019-02-28 16:00:00,8,30,56,13,55.0
2019-02-28 17:00:00,18,25,36,11,61.82
2019-02-28 18:00:00,10,9,30,17,70.66
2019-02-28 19:00:00,29,21,50,1,67.83
2019-02-28 20:00:00,17,35,51,6,55.0
2019-02-28 21:00:00,38,39,66,10,66.81
2019-02-28 22:00:00,30,22,58,1,73.39
2019-02-28 23:00:00,37,37,50,17,67.65
2019-03-01 00:00:00,32,34,51,10,68.42
2019-03-01 01:00:00,24,8,53,5,84.77
2019-03-01 02:00:00,40,28,46,4,65.72
2019-03-01 03:00:00,26,28,55,0,63.03
2019-03-01 04:00:00,44,26,37,10,79.49
2019-03-01 05:00:00,45,34,60,17,68.61
2019-03-01 06:00:00,30,38,61,0,62.34
2019-03-01 07:00:00,33,26,46,7,67.29
2019-03-01 08:00:00,17,17,46,11,64.78
2019-03-01 09:00:00,38,42,48,7,64.55
2019-03-01 10:00:00,33,41,60,11,56.51
2019-03-01 11:00:00,42,31,36,12,55.8
2019-03-01 12:00:00,18,29,42,17,55.0
2019-03-01 13:00:00,37,9,52,10,82.48
2019-03-01 14:00:00,25,20,55,12,56.18
2019-03-01 15:00:00,15,13,40,5,61.38
2019-03-01 16:00:00,14,25,34,2,55.0
2019-03-01 17:00:00,29,36,48,1,55.0
2019-03-01 18:00:00,20,14,53,1,69.63
2019-03-01 19:00:00,11,42,58,14,55.0
2019-03-01 20:00:00,24,10,30,0,68.92
2019-03-01 21:00:00,32,9,30,8,73.05
2019-03-01 22:00:00,20,42,44,11,55.0
2019-03-01 23:00:00,44,9,50,12,88.85
2019-03-02 00:00:00,37,33,30,1,65.4
2019-03-02 01:00:00,27,34,36,15,55.0
2019-03-02 02:00:00,43,18,45,7,79.1
2019-03-02 03:00:00,24,8,40,0,75.14
2019-03-02 04:00:00,13,17,56,2,61.68
2019-03-02 05:00:00,9,8,31,15,62.11
2019-03-02 06:00:00,43,30,62,16,70.33
2019-03-02 07:00:00,44,38,36,13,59.74
2019-03-02 08:00:00,36,42,46,6,56.1
2019-03-02 09:00:00,11,35,66,17,55.0
2019-03-02 10:00:00,19,34,54,4,55.0
2019-03-02 11:00:00,9,38,66,4,55.0
2019-03-02 12:00:00,9,34,30,13,55.0
2019-03-02 13:00:00,17,30,56,5,55.0
2019-03-02 14:00:00,29,42,32,9,55.0
2019-03-02 15:00:00,10,17,52,11,55.0
2019-03-02 16:00:00,45,21,42,2,70.12
2019-03-02 17:00:00,25,39,58,16,56.48
2019-03-02 18:00:00,18,17,34,2,66.29
2019-03-02 19:00:00,27,17,63,17,62.55
2019-03-02 20:00:00,38,11,47,4,85.19
2019-03-02 21:00:00,19,16,49,7,71.22
2019-03-02 22:00:00,9,27,51,4,56.72
2019-03-02 23:00:00,9,38,31,9,55.0
2019-03-03 00:00:00,40,11,41,0,83.17
2019-03-03 01:00:00,12,31,56,3,55.0
2019-03-03 02:00:00,32,34,65,9,65.65
2019-03-03 03:00:00,22,39,66,12,55.0
2019-03-03 04:00:00,37,33,49,17,59.45
2019-03-03 05:00:00,10,11,39,15,70.91
2019-03-03 06:00:00,42,24,47,16,71.91
2019-03-03 07:00:00,34,41,47,14,57.56
2019-03-03 08:00:00,25,39,44,13,55.0
2019-03-03 09:00:00,15,28,43,6,55.0
2019-03-03 10:00:00,45,41,62,16,60.34
2019-03-03 11:00:00,19,30,44,17,55.0
2019-03-03 12:00:00,26,8,31,9,64.78
2019-03-03 13:00:00,22,39,56,2,55.0
2019-03-03 14:00:00,16,12,54,0,62.68
2019-03-03 15:00:00,23,20,44,8,60.68
2019-03-03 16:00:00,13,14,53,11,61.13
2019-03-03 17:00:00,8,32,64,9,55.0
2019-03-03 18:00:00,19,7,64,16,69.38
2019-03-03 19:00:00,12,29,59,9,55.0
2019-03-03 20:00:00,23,37,51,11,62.64
2019-03-03 21:00:00,40,35,31,13,62.32
2019-03-03 22:00:00,14,17,48,16,56.61
2019-03-03 23:00:00,8,39,60,10,55.0
2019-03-04 00:00:00,12,19,61,10,62.23
2019-03-04 01:00:00,27,31,58,1,61.64
2019-03-04 02:00:00,18,24,66,11,68.74
2019-03-04 03:00:00,26,8,49,3,75.4
2019-03-04 04:00:00,9,6,34,6,60.25
2019-03-04 05:00:00,20,12,48,9,76.1
2019-03-04 06:00:00,23,40,41,1,55.0
2019-03-04 07:00:00,24,41,60,12,55.0
2019-03-04 08:00:00,28,21,58,5,57.84
2019-03-04 09:00:00,37,41,45,9,58.2
2019-03-04 10:00:00,25,7,44,6,65.84
2019-03-04 11:00:00,39,41,35,6,59.33
2019-03-04 12:00:00,28,14,31,7,64.23
2019-03-04 13:00:00,17,7,41,0,68.66
2019-03-04 14:00:00,16,34,38,3,55.0
2019-03-04 15:00:00,20,20,39,14,55.0
2019-03-04 16:00:00,30,16,66,2,71.0
2019-03-04 17:00:00,17,34,55,8,55.0
2019-03-04 18:00:00,42,18,50,2,68.92
2019-03-04 19:00:00,26,33,36,9,55.0
2019-03-04 20:00:00,40,13,61,11,78.25
2019-03-04 21:00:00,33,9,53,8,85.9
2019-03-04 22:00:00,20,18,49,13,70.73
2019-03-04 23:00:00,16,28,47,4,59.06
2019-03-05 00:00:00,36,14,50,10,82.42
2019-03-05 01:00:00,20,11,61,4,66.18
2019-03-05 02:00:00,17,33,56,9,57.38
2019-03-05 03:00:00,43,24,47,1,78.87
2019-03-05 04:00:00,26,21,54,4,70.0
2019-03-05 05:00:00,9,14,64,12,61.6
2019-03-05 06:00:00,26,6,42,14,73.98
2019-03-05 07:00:00,25,7,63,4,75.33
2019-03-05 08:00:00,40,31,52,4,66.8
2019-03-05 09:00:00,35,8,36,5,77.65
2019-03-05 10:00:00,15,15,65,5,62.82
2019-03-05 11:00:00,13,39,55,17,55.0
2019-03-05 12:00:00,30,18,44,11,72.29
2019-03-05 13:00:00,9,33,37,6,55.0
2019-03-05 14:00:00,20,18,63,8,69.4
2019-03-05 15:00:00,13,40,60,9,55.0
2019-03-05 16:00:00,8,36,31,9,55.0
2019-03-05 17:00:00,42,23,53,6,72.96
2019-03-05 18:00:00,11,31,34,17,55.0
2019-03-05 19:00:00,8,21,40,5,62.79
2019-03-05 20:00:00,43,40,51,7,63.42
2019-03-05 21:00:00,15,19,39,0,63.5
2019-03-05 22:00:00,39,36,48,8,70.91
2019-03-05 23:00:00,9,28,45,15,57.74
2019-03-06 00:00:00,13,29,51,17,59.28
2019-03-06 01:00:00,12,19,59,8,67.0
2019-03-06 02:00:00,34,36,35,2,69.78
2019-03-06 03:00:00,31,33,59,12,73.29
2019-03-06 04:00:00,26,36,38,11,59.85
2019-03-06 05:00:00,17,35,31,17,55.0
2019-03-06 06:00:00,11,11,46,9,69.91
2019-03-06 07:00:00,29,38,41,0,55.0
2019-03-06 08:00:00,16,37,36,16,56.13
2019-03-06 09:00:00,30,14,45,12,74.66
2019-03-06 10:00:00,34,42,62,14,63.03
2019-03-06 11:00:00,40,25,51,2,70.91
2019-03-06 12:00:00,26,17,56,8,56.77
2019-03-06 13:00:00,8,14,35,8,55.0
2019-03-06 14:00:00,18,19,32,4,59.15
2019-03-06 15:00:00,40,7,42,15,75.64
2019-03-06 16:00:00,28,31,58,3,59.81
2019-03-06 17:00:00,31,32,62,1,66.11
2019-03-06 18:00:00,25,30,33,4,59.04
2019-03-06 19:00:00,14,26,47,17,55.0
2019-03-06 20:00:00,42,19,44,2,82.01
2019-03-06 21:00:00,37,32,57,10,72.86
2019-03-06 22:00:00,45,38,37,3,69.62
2019-03-06 23:00:00,40,9,47,7,88.11
2019-03-07 00:00:00,19,20,61,9,68.95
2019-03-07 01:00:00,17,42,47,0,59.14
2019-03-07 02:00:00,17,37,58,4,57.82
2019-03-07 03:00:00,42,42,53,10,72.3
2019-03-07 04:00:00,29,12,52,0,67.83
2019-03-07 05:00:00,25,23,39,8,66.52
2019-03-07 06:00:00,44,10,66,10,82.23
2019-03-07 07:00:00,30,38,39,3,55.0
2019-03-07 08:00:00,42,25,64,2,76.65
2019-03-07 09:00:00,45,15,66,8,82.0
2019-03-07 10:00:00,11,9,48,12,55.0
2019-03-07 11:00:00,21,33,62,0,56.64
2019-03-07 12:00:00,35,36,56,6,61.45
2019-03-07 13:00:00,38,38,57,17,56.98
2019-03-07 14:00:00,13,41,32,6,55.0
2019-03-07 15:00:00,20,36,35,5,55.0
2019-03-07 16:00:00,28,35,32,13,55.0
2019-03-07 17:00:00,38,36,31,8,60.85
2019-03-07 18:00:00,12,42,60,7,55.0
2019-03-07 19:00:00,30,23,36,14,68.21
2019-03-07 20:00:00,19,34,30,0,55.0
2019-03-07 21:00:00,16,36,64,12,58.06
2019-03-07 22:00:00,27,10,40,6,74.75
2019-03-07 23:00:00,23,31,60,15,60.73
2019-03-08 00:00:00,32,18,65,13,69.82
2019-03-08 01:00:00,20,10,49,16,74.73
2019-03-08 02:00:00,39,12,64,2,84.41
2019-03-08 03:00:00,10,10,65,3,69.39
2019-03-08 04:00:00,40,39,35,16,60.87
2019-03-08 05:00:00,9,34,35,7,55.0
2019-03-08 06:00:00,35,9,43,14,70.58
2019-03-08 07:00:00,21,29,50,12,55.0
2019-03-08 08:00:00,22,30,59,8,56.86
2019-03-08 09:00:00,8,25,36,0,55.0
2019-03-08 10:00:00,34,28,37,1,55.0
2019-03-08 11:00:00,14,39,41,12,55.0
2019-03-08 12:00:00,33,25,40,1,59.92
2019-03-08 13:00:00,35,30,64,0,66.12
2019-03-08 14:00:00,40,27,44,3,61.88
2019-03-08 15:00:00,34,20,62,16,68.76
2019-03-08 16:00:00,19,38,32,11,55.0
2019-03-08 17:00:00,36,21,33,12,66.87
2019-03-08 18:00:00,39,35,59,11,66.65
2019-03-08 19:00:00,20,28,39,10,55.0
2019-03-08 20:00:00,12,31,33,4,55.0
2019-03-08 21:00:00,41,34,51,7,75.35
2019-03-08 22:00:00,13,33,35,9,59.9
2019-03-08 23:00:00,30,26,32,17,70.6
2019-03-09 00:00:00,16,28,45,16,63.63
2019-03-09 01:00:00,12,24,50,13,55.0
2019-03-09 02:00:00,37,18,49,14,72.28
2019-03-09 03:00:00,13,32,51,14,55.0
2019-03-09 04:00:00,33,38,30,12,68.99
2019-03-09 05:00:00,34,32,40,14,61.84
2019-03-09 06:00:00,10,34,42,1,55.0
2019-03-09 07:00:00,14,36,40,0,55.0
2019-03-09 08:00:00,38,19,50,7,71.45
2019-03-09 09:00:00,27,8,38,0,67.8
2019-03-09 10:00:00,12,18,53,6,55.0
2019-03-09 11:00:00,45,33,64,3,55.0
2019-03-09 12:00:00,18,36,54,17,55.0
2019-03-09 13:00:00,8,25,44,11,55.0
2019-03-09 14:00:00,43,34,46,0,55.01
2019-03-09 15:00:00,8,8,51,11,60.5
2019-03-09 16:00:00,29,29,56,13,61.86
2019-03-09 17:00:00,45,31,41,5,70.54
2019-03-09 18:00:00,29,24,31,15,67.14
2019-03-09 19:00:00,30,32,55,17,58.72
2019-03-09 20:00:00,22,24,54,17,59.88
2019-03-09 21:00:00,12,25,33,1,55.0
2019-03-09 22:00:00,29,28,53,8,69.86
2019-03-09 23:00:00,42,35,32,13,59.82
2019-03-10 00:00:00,11,15,53,7,65.17
2019-03-10 01:00:00,41,17,57,8,84.04
2019-03-10 02:00:00,23,21,30,5,68.62
2019-03-10 03:00:00,28,13,56,7,76.93
2019-03-10 04:00:00,14,18,34,12,64.76
2019-03-10 05:00:00,31,18,39,0,58.29
2019-03-10 06:00:00,14,17,56,14,67.47
2019-03-10 07:00:00,18,21,43,13,59.87
2019-03-10 08:00:00,35,24,66,2,72.8
2019-03-10 09:00:00,9,31,65,13,55.0
2019-03-10 10:00:00,24,17,66,9,56.6
2019-03-10 11:00:00,30,37,33,5,59.31
2019-03-10 12:00:00,13,23,36,8,55.0
2019-03-10 13:00:00,19,32,36,9,55.0
2019-03-10 14:00:00,21,10,51,3,66.42
2019-03-10 15:00:00,33,12,45,10,73.02
2019-03-10 16:00:00,45,22,57,11,77.48
2019-03-10 17:00:00,39,19,40,6,71.79
2019-03-10 18:00:00,15,24,37,8,55.0
2019-03-10 19:00:00,8,11,54,11,64.8
2019-03-10 20:00:00,9,23,52,9,59.7
2019-03-10 21:00:00,30,31,55,7,57.93
2019-03-10 22:00:00,13,32,41,17,60.28
2019-03-10 23:00:00,16,15,49,15,56.91
2019-03-11 00:00:00,40,18,64,6,85.14
2019-03-11 01:00:00,41,25,52,12,73.81
2019-03-11 02:00:00,39,25,64,14,78.82
2019-03-11 03:00:00,17,35,46,1,57.92
2019-03-11 04:00:00,31,20,31,10,69.25
2019-03-11 05:00:00,31,30,58,14,67.32
2019-03-11 06:00:00,15,38,47,1,55.0
2019-03-11 07:00:00,29,17,31,6,69.39
2019-03-11 08:00:00,27,36,35,14,63.04
2019-03-11 09:00:00,23,18,41,16,56.3
2019-03-11 10:00:00,36,18,37,17,55.0
2019-03-11 11:00:00,33,30,55,10,59.14
2019-03-11 12:00:00,28,29,52,0,56.21
2019-03-11 13:00:00,35,26,42,0,61.29
2019-03-11 14:00:00,36,14,33,14,65.8
2019-03-11 15:00:00,29,9,32,13,72.51
2019-03-11 16:00:00,18,39,64,3,55.0
2019-03-11 17:00:00,36,38,42,2,61.74
2019-03-11 18:00:00,35,38,33,2,62.2
2019-03-11 19:00:00,45,24,56,15,77.58
2019-03-11 20:00:00,13,38,62,13,55.0
2019-03-11 21:00:00,23,23,34,17,68.38
2019-03-11 22:00:00,43,8,64,2,87.76
2019-03-11 23:00:00,27,13,56,12,74.26
2019-03-12 00:00:00,43,16,39,16,84.13
2019-03-12 01:00:00,8,19,58,9,65.44
2019-03-12 02:00:00,9,40,45,13,55.0
2019-03-12 03:00:00,38,18,53,10,71.57
2019-03-12 04:00:00,21,28,34,0,60.0
2019-03-12 05:00:00,27,16,39,7,65.79
2019-03-12 06:00:00,24,29,58,4,64.23
2019-03-12 07:00:00,23,26,59,1,64.93
2019-03-12 08:00:00,43,11,30,10,76.19
2019-03-12 09:00:00,11,23,37,16,55.0
2019-03-12 10:00:00,37,9,52,0,78.03
2019-03-12 11:00:00,41,38,63,5,62.01
2019-03-12 12:00:00,32,32,54,12,65.54
2019-03-12 13:00:00,23,40,56,5,57.93
2019-03-12 14:00:00,14,38,44,2,55.0
2019-03-12 15:00:00,33,14,32,3,70.34
2019-03-12 16:00:00,25,32,58,0,65.94
2019-03-12 17:00:00,13,9,59,17,66.84
2019-03-12 18:00:00,21,41,46,8,55.0
2019-03-12 19:00:00,44,35,48,16,67.15
2019-03-12 20:00:00,18,31,38,12,55.02
2019-03-12 21:00:00,14,42,46,6,55.0
2019-03-12 22:00:00,33,37,38,16,66.29
2019-03-12 23:00:00,15,37,45,4,55.0
2019-03-13 00:00:00,42,9,34,3,83.42
2019-03-13 01:00:00,40,6,52,14,88.27
2019-03-13 02:00:00,45,41,39,9,71.74
2019-03-13 03:00:00,42,15,56,7,82.7
2019-03-13 04:00:00,17,21,49,10,65.1
2019-03-13 05:00:00,16,7,63,17,66.63
2019-03-13 06:00:00,21,29,38,5,55.0
2019-03-13 07:00:00,25,36,40,16,55.71
2019-03-13 08:00:00,41,37,38,16,64.96
2019-03-13 09:00:00,35,27,53,13,66.61
2019-03-13 10:00:00,32,30,33,2,56.28
2019-03-13 11:00:00,41,25,55,1,68.18
2019-03-13 12:00:00,32,22,60,2,72.22
2019-03-13 13:00:00,22,26,54,12,60.2
2019-03-13 14:00:00,23,40,34,7,55.0
2019-03-13 15:00:00,27,15,48,17,63.28
2019-03-13 16:00:00,11,23,49,0,55.0
2019-03-13 17:00:00,36,28,44,6,66.83
2019-03-13 18:00:00,32,27,47,4,67.72
2019-03-13 19:00:00,35,7,58,15,83.8
2019-03-13 20:00:00,28,16,60,2,75.57
2019-03-13 21:00:00,37,29,41,7,69.37
2019-03-13 22:00:00,44,31,42,15,72.37
2019-03-13 23:00:00,29,33,37,17,73.2
2019-03-14 00:00:00,24,42,44,16,55.29
2019-03-14 01:00:00,11,30,50,11,55.0
2019-03-14 02:00:00,37,27,56,2,66.96
2019-03-14 03:00:00,42,18,39,1,77.39
2019-03-14 04:00:00,34,19,38,7,76.58
2019-03-14 05:00:00,40,36,31,8,62.68
2019-03-14 06:00:00,40,23,33,9,77.08
2019-03-14 07:00:00,38,32,31,0,63.73
2019-03-14 08:00:00,27,10,37,12,73.76
2019-03-14 09:00:00,11,10,55,7,58.36
2019-03-14 10:00:00,8,13,58,1,55.0
2019-03-14 11:00:00,15,13,66,16,62.24
2019-03-14 12:00:00,24,28,50,6,58.75
2019-03-14 13:00:00,36,29,46,4,61.91
2019-03-14 14:00:00,25,26,63,8,61.54
2019-03-14 15:00:00,8,16,35,17,56.79
2019-03-14 16:00:00,15,27,53,14,55.0
2019-03-14 17:00:00,45,10,60,1,81.24
2019-03-14 18:00:00,45,23,48,12,73.35
2019-03-14 19:00:00,22,11,39,11,67.75
2019-03-14 20:00:00,38,8,52,15,84.1
2019-03-14 21:00:00,35,12,66,17,78.93
2019-03-14 22:00:00,43,10,38,13,76.35
2019-03-14 23:00:00,41,23,50,11,76.82
2019-03-15 00:00:00,31,26,31,6,63.57
2019-03-15 01:00:00,22,28,38,16,64.31
2019-03-15 02:00:00,31,22,58,16,75.35
2019-03-15 03:00:00,20,12,48,17,61.16
2019-03-15 04:00:00,21,6,37,17,68.58
2019-03-15 05:00:00,31,32,42,11,63.71
2019-03-15 06:00:00,29,42,34,17,55.0
2019-03-15 07:00:00,30,16,58,14,72.95
2019-03-15 08:00:00,22,13,64,4,70.78
2019-03-15 09:00:00,23,17,33,0,60.25
2019-03-15 10:00:00,8,13,38,17,55.0
2019-03-15 11:00:00,30,14,61,7,58.79
2019-03-15 12:00:00,29,24,62,15,65.19
2019-03-15 13:00:00,43,35,58,5,71.34
2019-03-15 14:00:00,27,32,56,6,63.61
2019-03-15 15:00:00,25,41,61,14,55.0
2019-03-15 16:00:00,10,19,43,9,55.0
2019-03-15 17:00:00,15,24,63,12,61.02
2019-03-15 18:00:00,20,20,62,5,63.17
2019-03-15 19:00:00,22,7,38,11,72.61
2019-03-15 20:00:00,21,20,32,8,64.69
2019-03-15 21:00:00,22,15,49,16,69.78
2019-03-15 22:00:00,37,23,58,8,78.99
2019-03-15 23:00:00,12,11,61,1,72.74
2019-03-16 00:00:00,20,33,35,13,55.59
2019-03-16 01:00:00,14,37,43,17,55.0
2019-03-16 02:00:00,19,41,58,15,55.0
2019-03-16 03:00:00,34,9,32,1,75.58
2019-03-16 04:00:00,9,10,56,17,59.76
2019-03-16 05:00:00,20,41,40,6,55.0
2019-03-16 06:00:00,8,37,30,15,55.0
2019-03-16 07:00:00,44,27,38,11,67.91
2019-03-16 08:00:00,35,17,57,17,73.43
2019-03-16 09:00:00,17,25,62,6,57.04
2019-03-16 10:00:00,15,25,33,10,55.0
2019-03-16 11:00:00,11,37,47,12,55.0
2019-03-16 12:00:00,25,25,37,2,58.98
2019-03-16 13:00:00,36,7,55,13,72.27
2019-03-16 14:00:00,30,31,58,2,56.7
2019-03-16 15:00:00,41,34,65,14,67.15
2019-03-16 16:00:00,21,17,43,2,61.89
2019-03-16 17:00:00,18,10,41,3,59.68
2019-03-16 18:00:00,26,11,41,8,72.76
2019-03-16 19:00:00,15,37,58,3,56.72
2019-03-16 20:00:00,45,22,46,1,81.06
2019-03-16 21:00:00,15,25,30,0,63.68
2019-03-16 22:00:00,26,41,65,5,67.25
2019-03-16 23:00:00,27,8,33,8,81.85
2019-03-17 00:00:00,10,13,64,0,67.67
2019-03-17 01:00:00,25,36,35,2,58.02
2019-03-17 02:00:00,25,25,49,11,58.54
2019-03-17 03:00:00,17,7,41,5,69.89
2019-03-17 04:00:00,12,32,55,13,55.89
2019-03-17 05:00:00,9,11,44,15,61.7
2019-03-17 06:00:00,8,34,43,0,55.0
2019-03-17 07:00:00,26,35,47,17,55.0
2019-03-17 08:00:00,11,36,65,12,55.0
2019-03-17 09:00:00,44,23,39,14,65.23
2019-03-17 10:00:00,17,15,38,8,58.73
2019-03-17 11:00:00,32,38,32,0,55.0
2019-03-17 12:00:00,33,26,57,15,66.58
2019-03-17 13:00:00,26,29,55,10,63.42
2019-03-17 14:00:00,41,11,52,0,73.35
2019-03-17 15:00:00,12,29,30,2,55.0
2019-03-17 16:00:00,16,27,59,3,55.52
2019-03-17 17:00:00,17,16,59,6,64.94
2019-03-17 18:00:00,13,34,64,7,55.0
2019-03-17 19:00:00,19,10,64,7,75.28
2019-03-17 20:00:00,19,32,39,15,55.0
2019-03-17 21:00:00,37,41,56,16,65.32
2019-03-17 22:00:00,19,26,44,12,63.46
2019-03-17 23:00:00,41,9,52,11,83.27
2019-03-18 00:00:00,37,26,42,15,63.69
2019-03-18 01:00:00,42,25,54,4,76.85
2019-03-18 02:00:00,11,26,65,10,57.3
2019-03-18 03:00:00,45,16,54,11,89.24
2019-03-18 04:00:00,31,29,64,5,69.25
2019-03-18 05:00:00,45,15,64,17,78.88
2019-03-18 06:00:00,21,26,34,4,55.0
2019-03-18 07:00:00,44,27,65,1,75.05
2019-03-18 08:00:00,30,29,60,5,65.08
2019-03-18 09:00:00,10,35,45,14,55.0
2019-03-18 10:00:00,23,38,52,6,55.0
2019-03-18 11:00:00,13,34,52,3,55.0
2019-03-18 12:00:00,43,35,59,15,68.07
2019-03-18 13:00:00,19,38,59,2,55.0
2019-03-18 14:00:00,16,14,33,2,55.0
2019-03-18 15:00:00,29,16,30,16,59.39
2019-03-18 16:00:00,24,25,39,5,67.23
2019-03-18 17:00:00,11,23,49,0,58.86
2019-03-18 18:00:00,39,31,61,7,63.45
2019-03-18 19:00:00,40,6,54,13,76.98
2019-03-18 20:00:00,36,11,35,13,78.33
2019-03-18 21:00:00,31,33,56,1,61.11
2019-03-18 22:00:00,23,36,47,5,58.18
2019-03-18 23:00:00,28,17,43,11,72.51
2019-03-19 00:00:00,27,17,58,11,74.38
2019-03-19 01:00:00,14,26,40,11,65.19
2019-03-19 02:00:00,11,23,52,6,68.77
2019-03-19 03:00:00,17,12,36,15,66.55
2019-03-19 04:00:00,25,24,44,1,61.62
2019-03-19 05:00:00,14,36,50,14,55.0
2019-03-19 06:00:00,12,32,53,16,59.76
2019-03-19 07:00:00,40,36,64,12,64.76
2019-03-19 08:00:00,22,29,40,7,60.24
2019-03-19 09:00:00,30,38,63,6,55.0
2019-03-19 10:00:00,27,15,60,7,67.73
2019-03-19 11:00:00,35,7,43,2,69.64
2019-03-19 12:00:00,36,10,35,3,72.28
2019-03-19 13:00:00,19,42,39,11,55.0
2019-03-19 14:00:00,40,29,54,9,68.92
2019-03-19 15:00:00,22,15,59,8,72.62
2019-03-19 16:00:00,39,37,52,8,61.43
2019-03-19 17:00:00,23,17,56,1,58.67
2019-03-19 18:00:00,12,28,33,15,55.0
2019-03-19 19:00:00,36,15,48,17,77.65
2019-03-19 20:00:00,9,9,62,4,68.2
2019-03-19 21:00:00,37,15,44,5,77.99
2019-03-19 22:00:00,9,14,63,11,72.34
2019-03-19 23:00:00,15,26,34,0,61.18
2019-03-20 00:00:00,30,6,66,1,83.05
2019-03-20 01:00:00,43,14,59,16,82.26
2019-03-20 02:00:00,23,27,53,3,59.18
2019-03-20 03:00:00,12,20,52,10,64.47
2019-03-20 04:00:00,16,29,64,15,61.65
2019-03-20 05:00:00,42,30,43,13,67.0
2019-03-20 06:00:00,35,41,36,4,59.29
2019-03-20 07:00:00,11,36,63,2,55.0
2019-03-20 08:00:00,22,14,33,12,62.12
2019-03-20 09:00:00,18,31,54,7,55.0
2019-03-20 10:00:00,14,29,39,17,55.0
2019-03-20 11:00:00,40,27,64,11,67.47
2019-03-20 12:00:00,31,35,66,0,56.71
2019-03-20 13:00:00,14,11,47,4,57.73
2019-03-20 14:00:00,32,19,49,13,66.8
2019-03-20 15:00:00,23,36,46,12,57.14
2019-03-20 16:00:00,10,39,45,13,55.0
2019-03-20 17:00:00,25,7,64,4,73.36
2019-03-20 18:00:00,15,23,40,4,60.0
2019-03-20 19:00:00,17,15,65,3,73.39
2019-03-20 20:00:00,41,12,54,12,84.73
2019-03-20 21:00:00,34,8,65,0,84.19
2019-03-20 22:00:00,13,25,52,14,64.22
2019-03-20 23:00:00,40,30,60,5,74.38
2019-03-21 00:00:00,29,25,48,8,70.76
2019-03-21 01:00:00,41,19,47,4,77.71
2019-03-21 02:00:00,36,34,39,7,61.22
2019-03-21 03:00:00,20,30,37,13,61.27
2019-03-21 04:00:00,28,39,31,3,59.21
2019-03-21 05:00:00,28,18,44,10,68.43
2019-03-21 06:00:00,35,14,66,1,80.81
2019-03-21 07:00:00,17,22,64,3,58.12
2019-03-21 08:00:00,20,24,55,12,55.0
2019-03-21 09:00:00,17,22,43,10,55.0
2019-03-21 10:00:00,19,36,49,11,55.0
2019-03-21 11:00:00,14,7,57,4,65.08
2019-03-21 12:00:00,9,25,30,3,55.0
2019-03-21 13:00:00,43,21,64,7,76.61
2019-03-21 14:00:00,10,13,62,2,63.03
2019-03-21 15:00:00,41,29,65,15,64.74
2019-03-21 16:00:00,8,35,33,4,55.0
2019-03-21 17:00:00,37,26,65,12,72.04
2019-03-21 18:00:00,20,9,52,2,73.69
2019-03-21 19:00:00,27,8,50,11,67.08
2019-03-21 20:00:00,18,21,36,3,63.85
2019-03-21 21:00:00,26,30,48,5,55.51
2019-03-21 22:00:00,25,17,43,7,68.92
2019-03-21 23:00:00,28,17,66,2,79.89
2019-03-22 00:00:00,22,37,42,2,69.97
2019-03-22 01:00:00,28,6,38,13,76.77
2019-03-22 02:00:00,39,8,65,6,79.94
2019-03-22 03:00:00,24,11,36,10,69.36
2019-03-22 04:00:00,21,42,63,11,55.0
2019-03-22 05:00:00,13,24,65,11,56.41
2019-03-22 06:00:00,21,11,41,11,63.38
2019-03-22 07:00:00,12,17,55,17,57.36
2019-03-22 08:00:00,14,41,59,11,55.0
